rank_model,player_name,neutral_skill_sg,neutral_skill_index,data_depth_class,baseline_confidence_band,venue_fit_score,venue_fit_delta,venue_fit_confidence_band,comp_course_adjustment,venue_history_rounds,venue_history_sg,venue_history_delta,venue_history_confidence_band,pre_penalty_vts,blend_class,blend_weights_used,tier_eligibility_gate_status,debut_class,debut_penalty_applied,anti_pattern_flags,anti_pattern_penalty_total,anti_pattern_trigger_trace,anti_pattern_modifier_trace,primary_risk_trait,risk_stressor_active,risk_secondary_discount_applied,risk_discount_trace,form_score_adjusted,recent_form_index,recent_form_gate_applied,health_flag,health_gate_status,health_gate_reason,player_variance_band,volatility_index,venue_variance_class,variance_adjustment_trace,probability_compression_class,probability_compression_coefficients,probability_compression_trace,vts_final,tier,tier_reason,win_pct,top3_pct,top5_pct,top10_pct,top20_pct,make_cut_pct,miss_cut_pct,trace_notes
143,Peter Uihlein,-0.62,25.16,FULL,not_available_in_v3_source,20.57,20.57,0.65,not_available_in_v3_source,1,0.802,52.44,LIGHT,30.48,v3_fixed_40_30_15_15,NSI=0.40;VFS=0.30;VHN=0.15;FORM=0.15,not_available_in_v3_source,BirkdaleHistoryThin,0,Anti-pattern flags: Approach Liability — below-field in the primary 150–200yd scoring zone; Long-Iron Weakness — exposure in the dominant par-4 approach range at Birkdale.,0.0,not_available_in_v3_source,not_available_in_v3_source,approach liability in primary scoring zone; below-field structural skill profile,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,42.56,42.56,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,HIGH,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,30.48,5,below-average approach (SG:APP -0.18) — significant exposure in the primary scoring zone; single Birkdale event on record (SG +0.802/rd) — limited but positive signal.,0.09,not_available_in_v3_source,0.7,1.9,5.22,9.5,90.5,"NSI=25.2(w=0.40) + VFS=20.6(w=0.30) + VHN=52.4(w=0.15) + FORM=42.6(w=0.15) = VTS=30.5. VFS = base 21.8 + links_delta -1.2. Links trace: raw_sig=-0.298; delta_vfs=-1.19; windows=[6m:no_data | 12m:-1.723(ev=1,conf=0.40→adj=-0.689) | 24m:+0.344(ev=2,conf=0.75→adj=+0.258) | alltime:-0.038(ev=21,conf=1.00→adj=-0.038)]"
144,Sam Bairstow,-0.24,16.77,DEBUT,not_available_in_v3_source,30.04,30.04,0.65,not_available_in_v3_source,0,,49.85,NONE,30.27,v3_fixed_40_30_15_15,NSI=0.40;VFS=0.30;VHN=0.15;FORM=0.15,not_available_in_v3_source,RoyalBirkdaleDebut,0,Anti-pattern flags: Approach Liability — below-field in the primary 150–200yd scoring zone; Poor Links Putter — below-field on fescue; links surfaces amplify weak putting; Weak ARG/Links Rough — revetted bunkers and steep run-offs create up-and-down challenge.,0.0,not_available_in_v3_source,not_available_in_v3_source,approach liability in primary scoring zone; putting volatility on links fescue; below-field structural skill profile,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,47.12,47.12,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,HIGH,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,30.27,5,below-average approach (SG:APP -0.39) — significant exposure in the primary scoring zone.,0.08,not_available_in_v3_source,0.69,1.88,5.18,9.3,90.7,"NSI=16.8(w=0.40) + VFS=30.0(w=0.30) + VHN=49.9(w=0.15) + FORM=47.1(w=0.15) = VTS=30.3. VFS = base 36.1 + links_delta -6.1. Links trace: raw_sig=-1.528; delta_vfs=-6.11; windows=[6m:no_data | 12m:-1.363(ev=3,conf=0.75→adj=-1.022) | 24m:-2.212(ev=6,conf=1.00→adj=-2.212) | alltime:-1.927(ev=11,conf=1.00→adj=-1.927)]"
145,David Howard,0,0.0,DEBUT,not_available_in_v3_source,46.47,46.47,0.0,not_available_in_v3_source,0,,50.6,NONE,30.24,v3_fixed_40_30_15_15,NSI=0.40;VFS=0.30;VHN=0.15;FORM=0.15,not_available_in_v3_source,RoyalBirkdaleDebut,0,No anti-pattern flags. Clean structural profile — no recurring weak-link traits identified for Royal Birkdale.,0.0,not_available_in_v3_source,not_available_in_v3_source,below-field structural skill profile,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,58.05,58.05,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,HIGH,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,30.24,5,near-average approach (SG:APP +0.00) — below the Birkdale threshold.,0.08,not_available_in_v3_source,0.69,1.88,5.17,9.3,90.7,NSI=0.0(w=0.40) + VFS=46.5(w=0.30) + VHN=50.6(w=0.15) + FORM=58.0(w=0.15) = VTS=30.2. VFS = base 46.5 + links_delta +0.0. Links trace: No links data — zero signal applied.
146,Matthew Baldwin,-0.13,10.32,DEBUT,not_available_in_v3_source,33.75,33.75,0.65,not_available_in_v3_source,0,,50.48,NONE,29.09,v3_fixed_40_30_15_15,NSI=0.40;VFS=0.30;VHN=0.15;FORM=0.15,not_available_in_v3_source,RoyalBirkdaleDebut,0,Anti-pattern flags: Approach Liability — below-field in the primary 150–200yd scoring zone; Poor Links Putter — below-field on fescue; links surfaces amplify weak putting; Weak ARG/Links Rough — revetted bunkers and steep run-offs create up-and-down challenge.,0.0,not_available_in_v3_source,not_available_in_v3_source,approach liability in primary scoring zone; putting volatility on links fescue; below-field structural skill profile,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,48.44,48.44,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,HIGH,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,29.09,5,below-average approach (SG:APP -0.71) — significant exposure in the primary scoring zone.,0.08,not_available_in_v3_source,0.64,1.78,4.95,8.4,91.6,"NSI=10.3(w=0.40) + VFS=33.8(w=0.30) + VHN=50.5(w=0.15) + FORM=48.4(w=0.15) = VTS=29.1. VFS = base 34.2 + links_delta -0.4. Links trace: raw_sig=-0.111; delta_vfs=-0.44; windows=[6m:no_data | 12m:+0.149(ev=2,conf=0.75→adj=+0.112) | 24m:-0.348(ev=6,conf=1.00→adj=-0.348) | alltime:-0.415(ev=29,conf=1.00→adj=-0.415)]"
147,Tiger Christensen,-0.11,3.87,DEBUT,not_available_in_v3_source,41.06,41.06,0.1,not_available_in_v3_source,0,,49.7,NONE,28.62,v3_fixed_40_30_15_15,NSI=0.40;VFS=0.30;VHN=0.15;FORM=0.15,not_available_in_v3_source,RoyalBirkdaleDebut,0,No anti-pattern flags. Clean structural profile — no recurring weak-link traits identified for Royal Birkdale.,0.0,not_available_in_v3_source,not_available_in_v3_source,below-field structural skill profile,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,48.68,48.68,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,HIGH,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,28.62,5,near-average approach (SG:APP +0.00) — below the Birkdale threshold.,0.07,not_available_in_v3_source,0.63,1.74,4.87,8.0,92.0,"NSI=3.9(w=0.40) + VFS=41.1(w=0.30) + VHN=49.7(w=0.15) + FORM=48.7(w=0.15) = VTS=28.6. VFS = base 44.5 + links_delta -3.5. Links trace: raw_sig=-0.862; delta_vfs=-3.45; windows=[6m:no_data | 12m:no_data | 24m:no_data | alltime:-2.154(ev=1,conf=0.40→adj=-0.862)]"
148,Matthew Southgate,0.7,5.81,FULL,not_available_in_v3_source,25.5,25.5,0.65,not_available_in_v3_source,1,2.552,64.57,LIGHT,28.42,v3_fixed_40_30_15_15,NSI=0.40;VFS=0.30;VHN=0.15;FORM=0.15,not_available_in_v3_source,BirkdaleHistoryThin,0,Anti-pattern flags: Approach Liability — below-field in the primary 150–200yd scoring zone; Poor Links Putter — below-field on fescue; links surfaces amplify weak putting; Weak ARG/Links Rough — revetted bunkers and steep run-offs create up-and-down challenge.,0.0,not_available_in_v3_source,not_available_in_v3_source,approach liability in primary scoring zone; putting volatility on links fescue; below-field structural skill profile,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,58.4,58.4,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,HIGH,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,28.42,5,below-average approach (SG:APP -0.38) — significant exposure in the primary scoring zone; single Birkdale event on record (SG +2.552/rd) — limited but positive signal.,0.07,not_available_in_v3_source,0.62,1.72,4.83,7.9,92.1,"NSI=5.8(w=0.40) + VFS=25.5(w=0.30) + VHN=64.6(w=0.15) + FORM=58.4(w=0.15) = VTS=28.4. VFS = base 29.2 + links_delta -3.7. Links trace: raw_sig=-0.934; delta_vfs=-3.74; windows=[6m:no_data | 12m:-1.390(ev=2,conf=0.75→adj=-1.042) | 24m:-1.002(ev=6,conf=1.00→adj=-1.002) | alltime:-0.418(ev=37,conf=1.00→adj=-0.418)]"
149,Nevill Ruiter,0.96,3.23,DEBUT,not_available_in_v3_source,32.33,32.33,0.0,not_available_in_v3_source,0,,49.52,NONE,27.65,v3_fixed_40_30_15_15,NSI=0.40;VFS=0.30;VHN=0.15;FORM=0.15,not_available_in_v3_source,RoyalBirkdaleDebut,0,Anti-pattern flags: Poor Links Putter — below-field on fescue; links surfaces amplify weak putting; Weak ARG/Links Rough — revetted bunkers and steep run-offs create up-and-down challenge.,0.0,not_available_in_v3_source,not_available_in_v3_source,putting volatility on links fescue; below-field structural skill profile,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,61.52,61.52,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,HIGH,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,27.65,5,competent approach (SG:APP +0.08) — sufficient for Birkdale's mid-iron corridors.,0.07,not_available_in_v3_source,0.59,1.66,4.7,7.3,92.7,NSI=3.2(w=0.40) + VFS=32.3(w=0.30) + VHN=49.5(w=0.15) + FORM=61.5(w=0.15) = VTS=27.6. VFS = base 32.3 + links_delta +0.0. Links trace: No links data — zero signal applied.
150,Lev Grinberg,0.64,10.97,DEBUT,not_available_in_v3_source,21.21,21.21,0.0,not_available_in_v3_source,0,,49.91,NONE,26.89,v3_fixed_40_30_15_15,NSI=0.40;VFS=0.30;VHN=0.15;FORM=0.15,not_available_in_v3_source,RoyalBirkdaleDebut,0,Anti-pattern flags: Approach Liability — below-field in the primary 150–200yd scoring zone; Poor Links Putter — below-field on fescue; links surfaces amplify weak putting; Weak ARG/Links Rough — revetted bunkers and steep run-offs create up-and-down challenge.,0.0,not_available_in_v3_source,not_available_in_v3_source,approach liability in primary scoring zone; putting volatility on links fescue; below-field structural skill profile,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,57.68,57.68,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,HIGH,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,26.89,5,below-average approach (SG:APP -1.28) — significant exposure in the primary scoring zone.,0.07,not_available_in_v3_source,0.57,1.6,4.57,6.8,93.2,NSI=11.0(w=0.40) + VFS=21.2(w=0.30) + VHN=49.9(w=0.15) + FORM=57.7(w=0.15) = VTS=26.9. VFS = base 21.2 + links_delta +0.0. Links trace: No links data — zero signal applied.
151,David Duval,0.5,0.65,FULL,not_available_in_v3_source,38.4,38.4,0.1,not_available_in_v3_source,2,-0.248,43.02,MODERATE,26.63,v3_fixed_40_30_15_15,NSI=0.40;VFS=0.30;VHN=0.15;FORM=0.15,not_available_in_v3_source,BirkdaleHistoryThin,0,No anti-pattern flags. Clean structural profile — no recurring weak-link traits identified for Royal Birkdale.,0.0,not_available_in_v3_source,not_available_in_v3_source,below-field structural skill profile,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,56.0,56.0,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,HIGH,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,26.63,5,"near-average approach (SG:APP +0.00) — below the Birkdale threshold; proven Birkdale performer (2 events, SG -0.248/rd at course).",0.06,not_available_in_v3_source,0.56,1.58,4.52,6.7,93.3,"NSI=0.7(w=0.40) + VFS=38.4(w=0.30) + VHN=43.0(w=0.15) + FORM=56.0(w=0.15) = VTS=26.6. VFS = base 46.4 + links_delta -8.0. Links trace: raw_sig=-2.360; delta_vfs=-8.00; windows=[6m:no_data | 12m:no_data | 24m:no_data | alltime:-2.360(ev=16,conf=1.00→adj=-2.360)]"
152,Naoyuki Kataoka,-0.26,9.03,DEBUT,not_available_in_v3_source,24.99,24.99,0.0,not_available_in_v3_source,0,,50.36,NONE,25.69,v3_fixed_40_30_15_15,NSI=0.40;VFS=0.30;VHN=0.15;FORM=0.15,not_available_in_v3_source,RoyalBirkdaleDebut,0,Anti-pattern flags: Approach Liability — below-field in the primary 150–200yd scoring zone; Weak ARG/Links Rough — revetted bunkers and steep run-offs create up-and-down challenge.,0.0,not_available_in_v3_source,not_available_in_v3_source,approach liability in primary scoring zone; below-field structural skill profile,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,46.88,46.88,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,HIGH,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,25.69,5,below-average approach (SG:APP -2.90) — significant exposure in the primary scoring zone.,0.06,not_available_in_v3_source,0.53,1.51,4.37,6.1,93.9,NSI=9.0(w=0.40) + VFS=25.0(w=0.30) + VHN=50.4(w=0.15) + FORM=46.9(w=0.15) = VTS=25.7. VFS = base 25.0 + links_delta +0.0. Links trace: No links data — zero signal applied.
153,Fifa Laopakdee,-0.74,8.39,DEBUT,not_available_in_v3_source,24.54,24.54,0.0,not_available_in_v3_source,0,,49.76,NONE,24.35,v3_fixed_40_30_15_15,NSI=0.40;VFS=0.30;VHN=0.15;FORM=0.15,not_available_in_v3_source,RoyalBirkdaleDebut,0,Anti-pattern flags: Approach Liability — below-field in the primary 150–200yd scoring zone; Weak ARG/Links Rough — revetted bunkers and steep run-offs create up-and-down challenge.,0.0,not_available_in_v3_source,not_available_in_v3_source,approach liability in primary scoring zone; below-field structural skill profile,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,41.12,41.12,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,HIGH,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,24.35,5,below-average approach (SG:APP -1.19) — significant exposure in the primary scoring zone.,0.05,not_available_in_v3_source,0.49,1.42,4.16,5.4,94.6,NSI=8.4(w=0.40) + VFS=24.5(w=0.30) + VHN=49.8(w=0.15) + FORM=41.1(w=0.15) = VTS=24.4. VFS = base 24.5 + links_delta +0.0. Links trace: No links data — zero signal applied.
154,Mason Howell,-0.31,7.74,DEBUT,not_available_in_v3_source,21.23,21.23,0.0,not_available_in_v3_source,0,,49.67,NONE,23.86,v3_fixed_40_30_15_15,NSI=0.40;VFS=0.30;VHN=0.15;FORM=0.15,not_available_in_v3_source,RoyalBirkdaleDebut,0,Anti-pattern flags: Approach Liability — below-field in the primary 150–200yd scoring zone; Long-Iron Weakness — exposure in the dominant par-4 approach range at Birkdale; Poor Links Putter — below-field on fescue; links surfaces amplify weak putting; Weak ARG/Links Rough — revetted bunkers and steep run-offs create up-and-down challenge.,0.0,not_available_in_v3_source,not_available_in_v3_source,approach liability in primary scoring zone; putting volatility on links fescue; below-field structural skill profile,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,46.28,46.28,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,HIGH,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,23.86,5,below-average approach (SG:APP -1.09) — significant exposure in the primary scoring zone.,0.05,not_available_in_v3_source,0.48,1.38,4.08,5.1,94.9,NSI=7.7(w=0.40) + VFS=21.2(w=0.30) + VHN=49.7(w=0.15) + FORM=46.3(w=0.15) = VTS=23.9. VFS = base 21.2 + links_delta +0.0. Links trace: No links data — zero signal applied.
155,Mateo Pulcini,0.69,2.58,DEBUT,not_available_in_v3_source,17.96,17.96,0.0,not_available_in_v3_source,0,,49.94,NONE,22.65,v3_fixed_40_30_15_15,NSI=0.40;VFS=0.30;VHN=0.15;FORM=0.15,not_available_in_v3_source,RoyalBirkdaleDebut,0,Anti-pattern flags: Approach Liability — below-field in the primary 150–200yd scoring zone; Poor Links Putter — below-field on fescue; links surfaces amplify weak putting; Weak ARG/Links Rough — revetted bunkers and steep run-offs create up-and-down challenge.,0.0,not_available_in_v3_source,not_available_in_v3_source,approach liability in primary scoring zone; putting volatility on links fescue; below-field structural skill profile,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,58.28,58.28,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,HIGH,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,22.65,5,below-average approach (SG:APP -0.69) — significant exposure in the primary scoring zone.,0.05,not_available_in_v3_source,0.45,1.31,3.9,4.6,95.4,NSI=2.6(w=0.40) + VFS=18.0(w=0.30) + VHN=49.9(w=0.15) + FORM=58.3(w=0.15) = VTS=22.6. VFS = base 18.0 + links_delta +0.0. Links trace: No links data — zero signal applied.
156,Tom Sloman,-0.34,1.29,DEBUT,not_available_in_v3_source,20.2,20.2,0.1,not_available_in_v3_source,0,,49.94,NONE,20.95,v3_fixed_40_30_15_15,NSI=0.40;VFS=0.30;VHN=0.15;FORM=0.15,not_available_in_v3_source,RoyalBirkdaleDebut,0,Anti-pattern flags: Approach Liability — below-field in the primary 150–200yd scoring zone; Poor Links Putter — below-field on fescue; links surfaces amplify weak putting; Weak ARG/Links Rough — revetted bunkers and steep run-offs create up-and-down challenge.,0.0,not_available_in_v3_source,not_available_in_v3_source,approach liability in primary scoring zone; putting volatility on links fescue; below-field structural skill profile,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,45.92,45.92,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,HIGH,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,not_available_in_v3_source,20.95,5,below-average approach (SG:APP -2.85) — significant exposure in the primary scoring zone.,0.04,not_available_in_v3_source,0.4,1.21,3.66,3.9,96.1,"NSI=1.3(w=0.40) + VFS=20.2(w=0.30) + VHN=49.9(w=0.15) + FORM=45.9(w=0.15) = VTS=20.9. VFS = base 19.5 + links_delta +0.7. Links trace: raw_sig=+0.182; delta_vfs=+0.73; windows=[6m:no_data | 12m:no_data | 24m:no_data | alltime:+0.455(ev=1,conf=0.40→adj=+0.182)]"
